Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
7013;Duroc - Place de Breteuil;OUI;42;30;11;7;4;OUI;OUI;2025-10-18T18:40:29+02:00;48.847460641142, 2.3126140236855;Paris;75056;
18209;Cloys - Ordener;OUI;0;0;0;0;0;NON;NON;2025-09-18T16:13:04+02:00;48.89353865165, 2.3364427977844;Paris;75056;
21311;Parvis Corentin Celton;OUI;55;22;32;26;6;OUI;OUI;2025-10-18T18:40:28+02:00;48.827472525227, 2.2784319519997;Issy-les-Moulineaux;92040;
31013;Centenaire - Sorins;OUI;45;42;3;2;1;OUI;OUI;2025-10-18T18:40:17+02:00;48.85853523359734, 2.4273508787155156;Montreuil;93048;
21114;Gustave Eiffel - Parc des Impressionnistes;OUI;30;14;15;9;6;OUI;OUI;2025-10-18T18:36:41+02:00;48.90390619651018, 2.2946908324956894;Clichy;92024;
32018;Franciade - Gabriel Péri;OUI;26;21;1;1;0;OUI;OUI;2025-10-18T18:37:59+02:00;48.93261499331498, 2.355954498052597;Saint-Denis;93066;
20202;Dupont de l'Eure - Gambetta;OUI;31;27;3;0;3;OUI;OUI;2025-10-18T18:36:46+02:00;48.8679385, 2.4003649;Paris;75056;
17016;Brochant - Square des Batignolles;OUI;31;25;3;1;2;OUI;OUI;2025-10-18T18:38:32+02:00;48.88818698581028, 2.316861143151153;Paris;75056;
18019;Square Raymond Souplex;OUI;52;48;4;1;3;OUI;OUI;2025-10-18T18:40:35+02:00;48.89183721478911, 2.335426103165901;Paris;75056;
11003;Keller - La Roquette;OUI;34;1;32;30;2;OUI;OUI;2025-10-18T18:40:37+02:00;48.8555508, 2.3752778;Paris;75056;
9012;Rougemont - Poissonnière;OUI;44;27;16;7;9;OUI;OUI;2025-10-18T18:36:09+02:00;48.871611569354755, 2.345873080193996;Paris;75056;
11034;Parmentier - Fontaine au Roi;OUI;48;39;7;5;2;OUI;OUI;2025-10-18T18:40:29+02:00;48.86787670551736, 2.372705978671471;Paris;75056;
13113;Vistule - Choisy;OUI;33;25;8;2;6;OUI;OUI;2025-10-18T18:38:00+02:00;48.82365543660611, 2.3615723848342896;Paris;75056;
15020;Mairie du 15ème;OUI;46;25;20;15;5;OUI;OUI;2025-10-18T18:39:07+02:00;48.8417762, 2.2986539;Paris;75056;
13114;Nationale - Marcel Duchamp;OUI;23;18;4;1;3;OUI;OUI;2025-10-18T18:38:11+02:00;48.82463749337136, 2.3678014799952507;Paris;75056;
41206;Place des Larris;OUI;34;33;1;0;1;OUI;OUI;2025-10-18T18:38:53+02:00;48.8568363, 2.4780236;Fontenay-sous-Bois;94033;
20017;Saint-Blaise - Mouraud;OUI;27;25;1;1;0;OUI;OUI;2025-10-18T18:40:36+02:00;48.85696177597818, 2.40869477391243;Paris;75056;
19031;Manin - Crimée;OUI;23;16;3;0;3;OUI;OUI;2025-10-18T18:38:14+02:00;48.8831217743719, 2.3863670602440834;Paris;75056;
11019;Charonne - Philippe-Auguste;OUI;32;26;6;4;2;OUI;OUI;2025-10-18T18:40:17+02:00;48.855603162026, 2.39054639062;Paris;75056;
15061;Square Desnouettes;OUI;22;6;16;14;2;OUI;OUI;2025-10-18T18:40:09+02:00;48.83476837934194, 2.284142297394666;Paris;75056;
15063;Convention - Saint-Charles;OUI;23;5;16;16;0;OUI;OUI;2025-10-18T18:40:10+02:00;48.843156111116, 2.2831090539694;Paris;75056;
23008;Hôtel de Ville de Levallois Perret;OUI;26;8;10;8;2;OUI;OUI;2025-10-18T18:39:56+02:00;48.89314451997415, 2.2888818383216862;Levallois-Perret;92044;
6014;Pont de Lodi - Dauphine;OUI;23;6;16;14;2;OUI;OUI;2025-10-18T18:40:34+02:00;48.855296898603285, 2.339947307565249;Paris;75056;
14116;Romain Rolland;OUI;25;18;5;2;3;OUI;OUI;2025-10-18T18:32:03+02:00;48.820215229662765, 2.3234144234418346;Montrouge;92049;
31018;Gambetta - Michelet;OUI;33;29;3;2;1;OUI;OUI;2025-10-18T18:39:44+02:00;48.85273792380526, 2.429966032505036;Montreuil;93048;
33005;République - Henri Barbusse;OUI;32;27;1;0;1;OUI;OUI;2025-10-18T18:39:52+02:00;48.90661553626751, 2.389432489871979;Aubervilliers;93001;
47002;Les Juilliottes;OUI;21;11;8;5;3;OUI;OUI;2025-10-18T18:37:41+02:00;48.8043072, 2.4437362;Maisons-Alfort;94046;
2110;Jeûneurs - Mulhouse;OUI;28;10;15;10;5;OUI;OUI;2025-10-18T18:40:08+02:00;48.868997, 2.346925;Paris;75056;
7026;Place de Finlande;OUI;25;18;5;2;3;OUI;OUI;2025-10-18T18:40:34+02:00;48.862408335967, 2.3113624379039;Paris;75056;
14007;Ferrus - Saint-Jacques;OUI;34;33;1;1;0;OUI;OUI;2025-10-18T18:38:23+02:00;48.8313878, 2.3408563;Paris;75056;
1016;Thérèse - Opéra;OUI;25;9;15;10;5;OUI;OUI;2025-10-18T18:40:29+02:00;48.866483514509, 2.3344334212238;Paris;75056;
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;28;1;0;1;OUI;OUI;2025-10-18T18:39:15+02:00;48.875022, 2.370478;Paris;75056;
8015;Roquépine - Malesherbes;OUI;53;29;21;17;4;OUI;OUI;2025-10-18T18:32:02+02:00;48.873450733908, 2.3204044997692;Paris;75056;
20103;Le Vau - Maurice Bertaux;OUI;25;24;0;0;0;OUI;OUI;2025-10-18T18:38:41+02:00;48.86803439043193, 2.411030612453627;Paris;75056;
5019;Poissy - Saint-Germain;OUI;25;4;21;14;7;OUI;OUI;2025-10-18T18:40:39+02:00;48.84969649427, 2.3529685288668;Paris;75056;
4109;Mornay - Sully;OUI;15;3;12;10;2;OUI;OUI;2025-10-18T18:38:40+02:00;48.84970399548416, 2.364460788667202;Paris;75056;
11107;Faidherbe - Dahomey;OUI;44;11;31;28;3;OUI;OUI;2025-10-18T18:40:17+02:00;48.851358329771806, 2.383823134795429;Paris;75056;
3101;Porte Saint-Martin;OUI;34;9;24;16;8;OUI;OUI;2025-10-18T18:40:11+02:00;48.86860172112996, 2.35570102930069;Paris;75056;
9113;Bleue - Trévise;OUI;30;21;7;3;4;OUI;OUI;2025-10-18T18:39:54+02:00;48.87578906564573, 2.347289621829987;Paris;75056;
8049;Georges V - François 1er;OUI;22;18;3;0;3;OUI;OUI;2025-10-18T18:40:24+02:00;48.87034, 2.30082;Paris;75056;
2014;Daunou - Louis le Grand;OUI;32;10;20;12;8;OUI;OUI;2025-10-18T18:35:43+02:00;48.869113, 2.332515;Paris;75056;
2101;Bachaumont - Montmartre;OUI;33;1;31;27;4;OUI;OUI;2025-10-18T18:37:09+02:00;48.86617395079137, 2.3449775576591496;Paris;75056;
11048;Place Mireille Havet;OUI;43;13;28;27;1;OUI;OUI;2025-10-18T18:39:52+02:00;48.850533, 2.383756;Paris;75056;
12154;Square Georges Melies;OUI;40;17;22;14;8;OUI;OUI;2025-10-18T18:39:12+02:00;48.84070239213081, 2.409667745232582;Paris;75056;
22017;Charles de Gaulle - Louis Philippe;OUI;28;19;9;6;3;OUI;OUI;2025-10-18T18:39:11+02:00;48.881742142181, 2.2710045335353;Neuilly-sur-Seine;92051;
19021;Mairie du 19ème;OUI;27;20;4;1;3;OUI;OUI;2025-10-18T18:37:20+02:00;48.88256264247959, 2.3812624812126164;Paris;75056;
8105;François 1er - Lincoln;OUI;31;20;10;6;4;OUI;OUI;2025-10-18T18:36:33+02:00;48.869517979344, 2.3024262188416;Paris;75056;
17104;Jardin Marguerite Long;OUI;22;17;5;4;1;OUI;OUI;2025-10-18T18:38:42+02:00;48.8816985773914, 2.2836575657129288;Paris;75056;
13022;Butte aux Cailles - Esperance;OUI;36;23;9;0;9;OUI;OUI;2025-10-18T18:37:26+02:00;48.82758774190948, 2.3492151126265526;Paris;75056;
19030;Melun - Jean Jaurès;OUI;28;24;3;0;3;OUI;OUI;2025-10-18T18:36:49+02:00;48.8837796723475, 2.376477420330048;Paris;75056;
11044;Square du Bataclan;OUI;20;3;16;12;4;OUI;OUI;2025-10-18T18:38:28+02:00;48.8633762, 2.3711327;Paris;75056;
21004;Jean Jaurès - Reine;OUI;31;23;5;3;2;OUI;OUI;2025-10-18T18:39:02+02:00;48.84009622558849, 2.239872515201569;Boulogne-Billancourt;92012;
5030;Sorbonne - Ecoles;OUI;69;22;45;42;3;OUI;OUI;2025-10-18T18:39:54+02:00;48.849686566191, 2.3434996604919;Paris;75056;
22002;Argenson - Château;OUI;25;16;7;1;6;OUI;OUI;2025-10-18T18:39:20+02:00;48.888559314669514, 2.2642001509666447;Neuilly-sur-Seine;92051;
21952;Place Tony de Graaff;OUI;42;25;16;15;1;OUI;OUI;2025-10-18T18:40:41+02:00;48.8181645, 2.2458109;Meudon;92048;
35008;Place de l'Eglise - Pantin;OUI;30;28;2;1;1;OUI;OUI;2025-10-18T18:38:05+02:00;48.892809461520265, 2.4124351143836975;Pantin;93055;
9015;Lamartine - Faubourg Montmartre;OUI;32;18;13;4;9;OUI;OUI;2025-10-18T18:39:48+02:00;48.876613982891, 2.3397656902671;Paris;75056;
20045;Louis Ganne - Davout;OUI;30;29;0;0;0;OUI;OUI;2025-10-18T18:34:16+02:00;48.86338720692607, 2.409725748002529;Paris;75056;
17033;Carnot - Général Lanrezac;OUI;30;22;7;3;4;OUI;OUI;2025-10-18T18:40:00+02:00;48.875443870736, 2.2938242935036;Paris;75056;
13019;Fernand Braudel - Vincent Auriol;OUI;36;0;32;29;3;OUI;OUI;2025-10-18T18:40:19+02:00;48.83637852318147, 2.3723404482007027;Paris;75056;
11110;Roquette - Folie Regnault;OUI;52;45;4;1;3;OUI;OUI;2025-10-18T18:37:40+02:00;48.859246959155485, 2.386553623578705;Paris;75056;
16041;Versailles - Claude Terrasse;OUI;46;14;31;24;7;OUI;OUI;2025-10-18T18:39:12+02:00;48.840219338074, 2.263834191153;Paris;75056;
12153;Terroirs de France - Lheureux;OUI;55;26;28;22;6;OUI;OUI;2025-10-18T18:40:26+02:00;48.83212027074841, 2.388618104159832;Paris;75056;
8029;Place du Canada;OUI;58;48;9;7;2;OUI;OUI;2025-10-18T18:37:33+02:00;48.865346269363, 2.3101937879648;Paris;75056;
17005;Brochant - Clichy;OUI;53;40;12;8;4;OUI;OUI;2025-10-18T18:37:23+02:00;48.89032998912038, 2.319730559929781;Paris;75056;
16031;Vignes - Boulainvilliers;OUI;21;13;4;0;4;OUI;OUI;2025-10-18T18:35:29+02:00;48.856399483950504, 2.275240458548069;Paris;75056;
21017;Place Marcel Sembat;OUI;56;8;43;40;3;OUI;OUI;2025-10-18T18:40:38+02:00;48.83328865030686, 2.2441747784614567;Boulogne-Billancourt;92012;
14016;René Coty - Parc Montsouris;OUI;55;51;3;1;2;OUI;OUI;2025-10-18T18:36:28+02:00;48.82479134498032, 2.336124926805496;Paris;75056;
12033;François Truffaut - Saint Emilion;OUI;66;1;64;59;5;OUI;OUI;2025-10-18T18:40:30+02:00;48.83372354344807, 2.386601903271428;Paris;75056;
23005;Gare de Clichy-Levallois;OUI;26;19;4;2;2;OUI;OUI;2025-10-18T18:38:13+02:00;48.89679827481989, 2.2984680533409123;Levallois-Perret;92044;
22012;Madeleine Michelis - Roule;OUI;25;9;9;7;2;OUI;OUI;2025-10-18T18:38:45+02:00;48.88260431301364, 2.2773634269833565;Neuilly-sur-Seine;92051;
20117;Saint-Fargeau - Mortier;OUI;31;29;1;1;0;OUI;OUI;2025-10-18T18:39:34+02:00;48.87266656122256, 2.407912909984589;Paris;75056;
18142;Jessaint - Marx Dormoy;OUI;30;27;2;1;1;OUI;OUI;2025-10-18T18:39:25+02:00;48.88484543106364, 2.358930408954621;Paris;75056;
48009;République - Auguste Perret;OUI;30;14;16;8;8;OUI;OUI;2025-10-18T18:40:36+02:00;48.78695280952244, 2.3518594354391094;Villejuif;94076;
12120;Lac Daumesnil - Saint-Maurice;OUI;50;33;13;10;3;OUI;OUI;2025-10-18T18:39:04+02:00;48.82774555743318, 2.4183654785156246;Paris;75056;
21009;Le Corbusier - Jean Jaurès;OUI;46;26;18;14;4;OUI;OUI;2025-10-18T18:39:49+02:00;48.83780830557548, 2.2408381104469304;Boulogne-Billancourt;92012;
18035;René Binet - Porte de Montmartre;OUI;37;32;2;1;1;OUI;OUI;2025-10-18T18:40:40+02:00;48.89905109950848, 2.3365534096956253;Paris;75056;
13047;Boutroux - Porte de Vitry;OUI;49;26;22;22;0;OUI;OUI;2025-10-18T18:37:51+02:00;48.822632, 2.377738;Paris;75056;
13110;Moulin de la Pointe;OUI;22;21;1;0;1;OUI;OUI;2025-10-18T18:35:31+02:00;48.82092946051445, 2.3563179373741145;Paris;75056;
44103;Pont De Charenton;OUI;18;7;10;7;3;OUI;OUI;2025-10-18T18:35:48+02:00;48.8179685, 2.4199531;Saint-Maurice;94069;
23105;Sèvres Rive Gauche;OUI;33;21;12;8;4;OUI;OUI;2025-10-18T18:38:40+02:00;48.821443218278, 2.2150785306885;Sèvres;92072;
4107;Beaumarchais - Pas de la Mule;OUI;18;1;13;7;6;OUI;OUI;2025-10-18T18:37:04+02:00;48.855580507049, 2.3684333673431;Paris;75056;
15009;Suffren - Pérignon;OUI;46;30;13;12;1;OUI;OUI;2025-10-18T18:39:07+02:00;48.84717561492764, 2.307052147596786;Paris;75056;
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;21;3;1;2;OUI;OUI;2025-10-18T18:39:12+02:00;48.821772279548, 2.3131558299065;Malakoff;92046;
21120;Docteur Calmette - Martre;OUI;30;24;5;3;2;OUI;OUI;2025-10-18T18:36:07+02:00;48.898969358483, 2.3086513252383;Clichy;92024;
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;12;17;11;6;OUI;OUI;2025-10-18T18:37:55+02:00;48.822556366667, 2.3920395970345;Ivry-sur-Seine;94041;
14125;Dareau - Broussais;OUI;24;18;6;2;4;OUI;OUI;2025-10-18T18:31:42+02:00;48.8307758, 2.3361804;Paris;75056;
9013;Mairie du 9ème;OUI;24;16;3;2;1;OUI;OUI;2025-10-18T18:40:27+02:00;48.873267137583, 2.3407534480528;Paris;75056;
31017;Jean Moulin - Paul Doumer;OUI;20;18;1;0;1;OUI;OUI;2025-10-18T18:38:17+02:00;48.8622179854695, 2.45533436536789;Montreuil;93048;
2201;Vivienne - Petits Champs;OUI;30;30;0;0;0;NON;NON;2025-08-11T13:58:54+02:00;48.867331390877, 2.3391437530518;Paris;75056;
20047;Cours de Vincennes - Davout;OUI;48;44;2;0;2;OUI;OUI;2025-10-18T18:40:38+02:00;48.847238029966, 2.4107042336225;Paris;75056;
10204;Dunkerque - Maubeuge;OUI;0;0;0;0;0;NON;NON;2025-09-18T14:12:46+02:00;48.880432768947, 2.3528900992907;Paris;75056;
20204;Monte Cristo - Bagnolet;OUI;0;0;0;0;0;NON;NON;2025-09-18T17:52:16+02:00;48.85656581187, 2.3972699046135;Paris;75056;
14127;Odessa - Départ;OUI;39;21;16;11;5;OUI;OUI;2025-10-18T18:39:30+02:00;48.842885590081, 2.3244281485677;Paris;75056;
18114;Véron - Lepic;OUI;23;19;4;0;4;OUI;OUI;2025-10-18T18:37:32+02:00;48.885261233953, 2.3345598578453;Paris;75056;
21951;Place Centrale;OUI;22;9;11;10;1;OUI;OUI;2025-10-18T18:36:12+02:00;48.78740167690531, 2.2278830409049992;Meudon;92048;
92005;Gare de Nanterre Ville;OUI;43;8;34;13;21;OUI;OUI;2025-10-18T18:39:38+02:00;48.8950295, 2.1957932;Nanterre;92050;
22103;Senard - Charles Blum;OUI;24;20;2;2;0;OUI;OUI;2025-10-18T18:33:27+02:00;48.857315824799, 2.221091687679291;Saint-Cloud;92064;
10039;Sambre et Meuse - Villette;OUI;25;12;10;3;7;OUI;OUI;2025-10-18T18:40:33+02:00;48.874405666217, 2.3738072379951;Paris;75056;
19113;Pré Saint-Gervais - Lilas;OUI;28;24;3;0;3;OUI;OUI;2025-10-18T18:39:43+02:00;48.877870626988, 2.3959073424339;Paris;75056;
19036;Hôpital Robert Debré;OUI;33;29;3;1;2;OUI;OUI;2025-10-18T18:40:16+02:00;48.88005222200894, 2.4008650346327003;Paris;75056;
14128;Gergovie - Vercingétorix;OUI;29;23;5;1;4;OUI;OUI;2025-10-18T18:40:33+02:00;48.83453413883994, 2.313154547426182;Paris;75056;
31101;Jules Guesde - Laennec;OUI;19;14;5;1;4;OUI;OUI;2025-10-18T18:38:35+02:00;48.87628983900398, 2.5006942078471184;Rosny-sous-Bois;93064;
31026;Demi-Lune - Aristide Briand;OUI;20;16;4;1;3;OUI;OUI;2025-10-18T18:39:48+02:00;48.87626381919953, 2.4562818557024;Montreuil;93048;
12129;Bois de Vincennes - Porte Jaune;OUI;35;17;16;7;9;OUI;OUI;2025-10-18T18:38:30+02:00;48.838751246689455, 2.4605489149689674;Paris;75056;
17001;Guy Môquet - Saint-Ouen;OUI;53;33;14;8;6;OUI;OUI;2025-10-18T18:39:32+02:00;48.892777719023975, 2.3270335793495183;Paris;75056;
19124;Alexander Fleming - Belvédère;OUI;31;29;1;1;0;OUI;OUI;2025-10-18T18:36:55+02:00;48.88179064200294, 2.4030599377642674;Paris;75056;
35004;Place du Président Salvador Allende;OUI;60;51;7;3;4;OUI;OUI;2025-10-18T18:37:38+02:00;48.897307310356055, 2.40079153681279;Pantin;93055;
7010;Constantine - Université;OUI;65;62;3;1;2;OUI;OUI;2025-10-18T18:37:28+02:00;48.860680473738, 2.3148481955842;Paris;75056;
31707;Edouard Vaillant - Galliéni;OUI;49;44;4;3;1;OUI;OUI;2025-10-18T18:38:38+02:00;48.858462881661, 2.4147954583168;Bagnolet;93006;
14113;Santé - Arago;OUI;38;35;3;1;2;OUI;OUI;2025-10-18T18:39:27+02:00;48.83507657562064, 2.3415737262044938;Paris;75056;
8011;Clapeyron - Moscou;OUI;15;13;2;1;1;OUI;OUI;2025-10-18T18:38:27+02:00;48.88078819514121, 2.324815057218075;Paris;75056;
15019;Paul Barruel - Vaugirard;OUI;39;25;11;4;7;OUI;OUI;2025-10-18T18:39:10+02:00;48.84014918546239, 2.3044332861900334;Paris;75056;
13020;Paul Klee - Place Augusta Holmes;OUI;43;15;28;23;5;OUI;OUI;2025-10-18T18:36:17+02:00;48.838946417408025, 2.3704235663952966;Paris;75056;
20205;Haxo - Darcy;OUI;0;0;0;0;0;NON;NON;2025-09-18T17:55:09+02:00;48.870493041975, 2.404957212224;Paris;75056;
35015;Averroès - Aimé Césaire;OUI;19;12;6;5;1;OUI;OUI;2025-10-18T18:37:41+02:00;48.91405323432864, 2.412636950612068;Pantin;93055;
7024;Rapp - Place du Général Gouraud;OUI;31;7;22;15;7;OUI;OUI;2025-10-18T18:38:23+02:00;48.858102885107, 2.3004072904587;Paris;75056;
32021;Place du Front Populaire - George Sand;OUI;65;61;3;1;2;OUI;OUI;2025-10-18T18:39:34+02:00;48.90680713698062, 2.364541214992642;Saint-Denis;93066;
11031;Jacquard - Ternaux;OUI;39;21;16;12;4;OUI;OUI;2025-10-18T18:39:55+02:00;48.8646605, 2.373162;Paris;75056;
20203;Evariste Galois;OUI;21;16;4;0;4;OUI;OUI;2025-10-18T18:38:39+02:00;48.873341356228, 2.4133544409574;Paris;75056;
13515;Auguste Blanqui - Glacière;OUI;60;53;5;4;1;OUI;OUI;2025-10-18T18:38:37+02:00;48.831151602964, 2.343822196126;Paris;75056;
20004;Commandant l'Herminier - Gallieni;OUI;17;14;2;2;0;OUI;OUI;2025-10-18T18:38:11+02:00;48.847040552603, 2.4160453677177;Paris;75056;
19208;Sérurier - Alphonse Aulard;OUI;1;1;0;0;0;NON;NON;2025-08-04T09:12:29+02:00;48.880528901839, 2.398028970957;Paris;75056;
12150;Bastille - Quai de la Rapée;OUI;27;3;24;22;2;OUI;OUI;2025-10-18T18:40:39+02:00;48.84682410855, 2.3669364675879;Paris;75056;
21118;Neuilly - Petit;OUI;16;12;2;1;1;OUI;OUI;2025-10-18T18:40:07+02:00;48.898965361341254, 2.29627937078476;Clichy;92024;
12125;Pyramide - Parc Floral;OUI;50;16;28;19;9;OUI;OUI;2025-10-18T18:39:57+02:00;48.837442, 2.440452;Paris;75056;
11103;Pelée - Alphonse Baudin;OUI;38;2;35;32;3;OUI;OUI;2025-10-18T18:40:07+02:00;48.8600265, 2.3710541;Paris;75056;
9016;Choron - Martyrs;OUI;17;12;3;2;1;OUI;OUI;2025-10-18T18:39:01+02:00;48.877851443503, 2.3396701365709;Paris;75056;
20039;Belleville - Couronnes;OUI;50;47;3;0;3;OUI;OUI;2025-10-18T18:38:55+02:00;48.868831082877, 2.3809862136841;Paris;75056;
15131;Charles Lecocq - Lecourbe;OUI;48;32;14;10;4;OUI;OUI;2025-10-18T18:35:57+02:00;48.84044, 2.294867;Paris;75056;
16009;Saint-Didier - Raymond Poincaré;OUI;17;15;0;0;0;OUI;OUI;2025-10-18T18:39:44+02:00;48.86642312020962, 2.285863497192411;Paris;75056;
10037;Quai de Valmy;OUI;26;21;4;1;3;OUI;OUI;2025-10-18T18:35:53+02:00;48.88126951579429, 2.368186041712761;Paris;75056;
21029;Cours de l'Ile Seguin - Parc Billancourt;OUI;29;10;19;17;2;OUI;OUI;2025-10-18T18:39:57+02:00;48.82714055843935, 2.234234511852265;Boulogne-Billancourt;92012;
9036;Athènes - Clichy;OUI;20;18;2;1;1;OUI;OUI;2025-10-18T18:35:02+02:00;48.878113787876, 2.32956021945824;Paris;75056;
16003;André Maurois - Joseph et Marie Hackin;OUI;29;24;3;1;2;OUI;OUI;2025-10-18T18:40:32+02:00;48.8778983, 2.2789591;Paris;75056;
15125;Parc Suzanne Lenglen;OUI;52;5;45;39;6;OUI;OUI;2025-10-18T18:39:57+02:00;48.833250690537874, 2.2765403240919113;Paris;75056;
16014;Eylau - Trocadéro;OUI;24;23;0;0;0;OUI;OUI;2025-10-18T18:39:03+02:00;48.863354122371, 2.2864209115505;Paris;75056;
13117;Stade Georges Carpentier;OUI;40;23;16;6;10;OUI;OUI;2025-10-18T18:38:44+02:00;48.820482438381, 2.3668321967125;Paris;75056;
21115;Chancé Milly - Cimetière Communal Sud;OUI;32;19;12;9;3;OUI;OUI;2025-10-18T18:37:17+02:00;48.89687189382465, 2.303922325372696;Clichy;92024;
13027;Mazagran - Pierre de Coubertin;OUI;15;11;4;4;0;OUI;OUI;2025-10-18T18:37:57+02:00;48.816218640260445, 2.344226874411106;Paris;75056;
20002;Square de la rue Pixérécourt;OUI;45;44;1;0;1;OUI;OUI;2025-10-18T18:33:54+02:00;48.8736824, 2.3960278;Paris;75056;
17029;Pierre Demours - Laugier;OUI;37;30;7;6;1;OUI;OUI;2025-10-18T18:40:35+02:00;48.8813072, 2.294846;Paris;75056;
41210;Hôtel de ville de Fontenay-sous-Bois;OUI;20;14;6;0;6;OUI;OUI;2025-10-18T18:37:43+02:00;48.84949749106274, 2.4750164151191716;Fontenay-sous-Bois;94033;
10004;Metz - Faubourg Saint-Denis;OUI;48;2;44;33;11;OUI;OUI;2025-10-18T18:40:22+02:00;48.870893, 2.353521;Paris;75056;
42304;Marc Sangnier - Division Leclerc;OUI;24;18;6;2;4;OUI;OUI;2025-10-18T18:40:32+02:00;48.78599652305309, 2.329955510795116;Cachan;94016;
21203;Place Jules Ferry;OUI;28;26;2;0;2;OUI;OUI;2025-10-18T18:34:26+02:00;48.812107928414775, 2.325837314128876;Montrouge;92049;
11109;Pierre Levée - Fontaine Timbaud;OUI;23;8;14;6;8;OUI;OUI;2025-10-18T18:40:01+02:00;48.86632723374305, 2.3711163550615306;Paris;75056;
5034;Censier - Santeuil;OUI;69;24;43;37;6;OUI;OUI;2025-10-18T18:40:28+02:00;48.840658921385234, 2.3537524044513702;Paris;75056;
15123;Commerce - Letellier;OUI;44;0;41;39;2;OUI;OUI;2025-10-18T18:38:21+02:00;48.84797660373612, 2.2966245196598805;Paris;75056;
10017;Gare de l'Est - Fidélité;OUI;15;0;11;8;3;OUI;OUI;2025-10-18T18:38:18+02:00;48.874575, 2.356796;Paris;75056;
13039;Ivry - Simone Weil;OUI;18;16;1;1;0;OUI;OUI;2025-10-18T18:40:33+02:00;48.823283932030755, 2.3659095168113713;Paris;75056;
21316;Cimetière d'Issy-les-Moulineaux;OUI;24;22;2;0;2;OUI;OUI;2025-10-18T18:31:14+02:00;48.817699773925, 2.2609312087297;Issy-les-Moulineaux;92040;
21030;Fessart - Château;OUI;20;20;0;0;0;OUI;OUI;2025-10-18T18:38:37+02:00;48.84245, 2.23989;Boulogne-Billancourt;92012;
19025;Botzaris - Crimée;OUI;21;14;2;1;1;OUI;OUI;2025-10-18T18:39:48+02:00;48.87959698690176, 2.3887913337477067;Paris;75056;
15043;Brancion - Lefebvre;OUI;11;6;5;1;4;OUI;OUI;2025-10-18T18:36:59+02:00;48.82900222785569, 2.301431038163409;Paris;75056;
12006;Gare de Lyon - Van Gogh;OUI;41;3;35;29;6;OUI;OUI;2025-10-18T18:39:23+02:00;48.843839785643, 2.3704450240357;Paris;75056;
22604;Hôtel de Ville de Fontenay-aux-Roses;OUI;34;29;2;0;2;OUI;OUI;2025-10-18T18:36:08+02:00;48.790844603480856, 2.2871455930319455;Fontenay-aux-Roses;92032;
16007;Longchamp - Place d'Iéna;OUI;10;4;2;0;2;OUI;OUI;2025-10-18T18:39:38+02:00;48.864917233434, 2.2926748171449;Paris;75056;
20009;Docteurs Déjérine - Pte de Montreuil;OUI;20;17;1;0;1;OUI;OUI;2025-10-18T18:31:58+02:00;48.85398448133697, 2.41208288897222;Paris;75056;
22013;Mairie de Neuilly sur Seine;OUI;31;22;7;4;3;OUI;OUI;2025-10-18T18:40:14+02:00;48.884947287658, 2.2677031159401;Neuilly-sur-Seine;92051;
42305;Vanne - Saussaies;OUI;20;12;8;1;7;OUI;OUI;2025-10-18T18:34:09+02:00;48.786404, 2.338848;Cachan;94016;
10110;Louis Blanc - Jemmapes;OUI;31;25;5;2;3;OUI;OUI;2025-10-18T18:39:42+02:00;48.879330755297, 2.3684485629201;Paris;75056;
11032;Jean-Pierre Timbaud - Vaucouleurs;OUI;47;29;14;9;5;OUI;OUI;2025-10-18T18:39:41+02:00;48.867937, 2.377885;Paris;75056;
21708;Marcel Yol - Jullien;OUI;30;25;5;2;3;OUI;OUI;2025-10-18T18:35:29+02:00;48.82537611802588, 2.287235018058929;Vanves;92075;
10018;Square Alban Satragne;OUI;30;6;22;13;9;OUI;OUI;2025-10-18T18:39:48+02:00;48.875388227727, 2.3559567333359;Paris;75056;
21307;Victor Cresson - Telles de la Poterie;OUI;31;5;26;23;3;OUI;OUI;2025-10-18T18:39:42+02:00;48.822698842979, 2.2686498274964;Issy-les-Moulineaux;92040;
32301;Mairie de Romainville;OUI;17;14;2;0;2;OUI;OUI;2025-10-18T18:38:18+02:00;48.885109, 2.435679;Romainville;93063;
21702;Gare SNCF Vanves-Malakoff;OUI;51;42;7;1;6;OUI;OUI;2025-10-18T18:39:15+02:00;48.819002163836444, 2.292150005103606;Vanves;92075;
20108;Jardin de l'Hospice Debrousse;OUI;23;22;1;0;1;OUI;OUI;2025-10-18T18:38:53+02:00;48.861451061938, 2.40568600595;Paris;75056;
31021;Résistance - Hoche;OUI;29;26;1;0;1;OUI;OUI;2025-10-18T18:34:52+02:00;48.864273423741956, 2.435784414410591;Montreuil;93048;
21219;Amaury Duval - Gabriel Péri;OUI;36;30;6;2;4;OUI;OUI;2025-10-18T18:33:00+02:00;48.81718759671675, 2.323841750621796;Montrouge;92049;
