Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
13128;Quai de la Gare - Pont de Bercy;OUI;30;10;19;17;2;OUI;OUI;2025-10-18T18:40:38+02:00;48.83730787972, 2.3740861260598;Paris;75056;
14101;Gare Montparnasse - Edgar Quinet;OUI;33;24;6;3;3;OUI;OUI;2025-10-18T18:40:39+02:00;48.841487851079, 2.3233232282801;Paris;75056;
18003;Cimetière de Montmartre;OUI;43;39;4;2;2;OUI;OUI;2025-10-18T18:39:04+02:00;48.886472466142, 2.3328901827335;Paris;75056;
22501;Théâtre de La Garenne;OUI;20;8;11;9;2;OUI;OUI;2025-10-18T18:39:16+02:00;48.905658361454, 2.2345951981176;La Garenne-Colombes;92035;
22303;Lucien Lanternier - Le Luth;OUI;27;11;8;6;2;OUI;OUI;2025-10-18T18:40:18+02:00;48.93159430558871, 2.2889783978462224;Gennevilliers;92036;
42003;Place de l'Insurrection d'Août 1944;OUI;30;18;12;10;2;OUI;OUI;2025-10-18T18:40:10+02:00;48.81477852751594, 2.398074567317963;Ivry-sur-Seine;94041;
40005;Conservatoire Marcel Dadi;OUI;26;13;14;11;3;OUI;OUI;2025-10-18T18:40:06+02:00;48.790090379157, 2.4535970427243;Créteil;94028;
40009;Lycée Saint Exupéry - Juliette Savar;OUI;30;27;3;0;3;OUI;OUI;2025-10-18T18:38:34+02:00;48.783021513972, 2.4637357216879;Créteil;94028;
92001;Mairie de quartier du Plateau - Mont-Valérien;OUI;20;12;8;1;7;OUI;OUI;2025-10-18T18:40:14+02:00;48.8799933, 2.2072437;Nanterre;92050;
23003;Président Wilson - Baudin;OUI;28;22;5;2;3;OUI;OUI;2025-10-18T18:40:17+02:00;48.89826887103676, 2.2849336266517644;Levallois-Perret;92044;
17107;Berthier - Place Stuart Merril;OUI;37;24;12;7;5;OUI;OUI;2025-10-18T18:37:10+02:00;48.885927922355044, 2.2933450341224675;Paris;75056;
14131;Jourdan - Monticelli;OUI;30;24;6;1;5;OUI;OUI;2025-10-18T18:36:30+02:00;48.822032, 2.329095;Paris;75056;
15057;Lucien Bossoutrot - Général Martial Vallin;OUI;39;34;5;3;2;OUI;OUI;2025-10-18T18:38:01+02:00;48.836956046311, 2.2741072252393;Paris;75056;
17023;Porte d'Asnières;OUI;36;21;12;12;0;OUI;OUI;2025-10-18T18:39:05+02:00;48.89035817610495, 2.3036286234855656;Paris;75056;
16002;Pergolèse - Malakoff;OUI;38;26;12;9;3;OUI;OUI;2025-10-18T18:34:13+02:00;48.87521088779225, 2.2842781618237495;Paris;75056;
19108;Gaston Tessier - Rosa Parks RER;OUI;37;32;4;1;3;OUI;OUI;2025-10-18T18:34:52+02:00;48.8963765, 2.3743692;Paris;75056;
15004;Vaugirard - Pasteur;OUI;21;15;6;3;3;OUI;OUI;2025-10-18T18:35:51+02:00;48.84040868803496, 2.3154367133975033;Paris;75056;
44007;Camille Groult - Guy Môquet;OUI;22;10;12;12;0;OUI;OUI;2025-10-18T18:36:02+02:00;48.787482746521306, 2.3976725712418556;Vitry-sur-Seine;94081;
6027;Blaise-Desgoffe - Vaugirard;OUI;32;11;18;15;3;OUI;OUI;2025-10-18T18:38:13+02:00;48.846128877747, 2.3242672160268;Paris;75056;
4002;Marché aux fleurs;OUI;23;3;19;16;3;OUI;OUI;2025-10-18T18:38:56+02:00;48.855258115391, 2.3473754525185;Paris;75056;
18007;Goutte d'or - Barbès;OUI;20;16;2;0;2;OUI;OUI;2025-10-18T18:38:49+02:00;48.885124323627, 2.3496962338686;Paris;75056;
42501;Raspail - Albert Schweitzer;OUI;28;10;15;14;1;OUI;OUI;2025-10-18T18:36:56+02:00;48.81031545, 2.34395871;Gentilly;94037;
19128;Quai de l'Oise - Aisne;OUI;30;22;7;4;3;OUI;OUI;2025-10-18T18:39:26+02:00;48.8906231, 2.3833701;Paris;75056;
13109;Brillat-Savarin - Küss;OUI;21;6;15;12;3;OUI;OUI;2025-10-18T18:39:58+02:00;48.822203, 2.350422;Paris;75056;
15005;Place Jacques et Thérèse Tréfouël;OUI;43;38;4;1;3;OUI;OUI;2025-10-18T18:37:03+02:00;48.842726498317, 2.3125657439232;Paris;75056;
42209;Place de l'Europe - Quai de Bercy;OUI;17;5;12;9;3;OUI;OUI;2025-10-18T18:39:54+02:00;48.82529858840266, 2.3945679143071175;Charenton-le-Pont;94018;
18006;Square Louise Michel;OUI;36;24;11;2;9;OUI;OUI;2025-10-18T18:40:08+02:00;48.884687354509, 2.3441386967897;Paris;75056;
22206;Louis Pasteur - Albert Petit;OUI;31;26;5;5;0;OUI;OUI;2025-10-18T18:37:32+02:00;48.796261, 2.317289;Bagneux;92007;
9027;Douai - Pierre Fontaine;OUI;25;15;7;0;7;OUI;OUI;2025-10-18T18:40:28+02:00;48.88229101148092, 2.33324121683836;Paris;75056;
11021;Charonne - Pierre Bayle;OUI;23;18;4;0;4;OUI;OUI;2025-10-18T18:34:55+02:00;48.858445054262, 2.3903981223891;Paris;75056;
17108;Bessières - Porte de Clichy;OUI;33;15;15;9;6;OUI;OUI;2025-10-18T18:38:08+02:00;48.89611762451474, 2.31790903955698;Paris;75056;
21217;Louis Rolland - République;OUI;26;25;0;0;0;OUI;OUI;2025-10-18T18:40:11+02:00;48.81710889740748, 2.3193106434955717;Montrouge;92049;
8037;Monceau - Malesherbes;OUI;38;33;3;2;1;OUI;OUI;2025-10-18T18:40:14+02:00;48.8795079, 2.3145456;Paris;75056;
15030;Emeriau - Beaugrenelle;OUI;74;12;61;58;3;OUI;OUI;2025-10-18T18:40:27+02:00;48.84791249714942, 2.2843059897422795;Paris;75056;
22408;Place du 14 Juillet;OUI;22;16;5;3;2;OUI;OUI;2025-10-18T18:39:50+02:00;48.819266959525, 2.3011998832226;Malakoff;92046;
9114;Faubourg Poissonnière - Dunkerque;OUI;30;24;2;0;2;OUI;OUI;2025-10-18T18:39:37+02:00;48.880883445404436, 2.349934279918671;Paris;75056;
43010;La Jarry - Place Diderot;OUI;25;21;3;2;1;OUI;OUI;2025-10-18T18:37:43+02:00;48.849726940367, 2.4520137906075;Vincennes;94080;
16011;Victor Hugo - La Pompe;OUI;41;36;3;2;1;OUI;OUI;2025-10-18T18:40:14+02:00;48.86795222470859, 2.28146318346262;Paris;75056;
11017;Charonne - Bureau;OUI;47;42;3;1;2;OUI;OUI;2025-10-18T18:40:33+02:00;48.854176, 2.396093;Paris;75056;
44101;Place Mongolfier;OUI;39;34;4;0;4;OUI;OUI;2025-10-18T18:37:57+02:00;48.815160030060376, 2.4592879414558415;Saint-Maurice;94069;
7017;La Motte-Picquet - La Tour Maubourg;OUI;40;25;14;8;6;OUI;OUI;2025-10-18T18:39:00+02:00;48.856926701847, 2.3096215831203;Paris;75056;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;13;22;10;12;OUI;OUI;2025-10-18T18:40:23+02:00;48.876327, 2.3585464;Paris;75056;
35006;Delizy - Louis Nadot;OUI;22;12;7;5;2;OUI;OUI;2025-10-18T18:38:48+02:00;48.896212845581346, 2.4094578623771667;Pantin;93055;
15064;Javel - André Citroën;OUI;45;4;41;41;0;OUI;OUI;2025-10-18T18:40:21+02:00;48.846276485475, 2.2786368057132;Paris;75056;
41205;Maréchal Joffre - Verdun;OUI;20;18;2;1;1;OUI;OUI;2025-10-18T18:36:49+02:00;48.85385, 2.470307;Fontenay-sous-Bois;94033;
43001;Paris - Laitières;OUI;22;16;5;1;4;OUI;OUI;2025-10-18T18:37:20+02:00;48.846302741513, 2.4207553267479;Vincennes;94080;
22015;Île de la Jatte;OUI;23;6;14;6;8;OUI;OUI;2025-10-18T18:38:39+02:00;48.894036161302104, 2.2666339203715324;Neuilly-sur-Seine;92051;
8020;Batignolles - Beudant;OUI;44;37;6;2;4;OUI;OUI;2025-10-18T18:36:07+02:00;48.882164014664, 2.3198529705405;Paris;75056;
12018;Saint-Mandé - Fabre d'Eglantine;OUI;34;30;2;1;1;OUI;OUI;2025-10-18T18:40:31+02:00;48.8453579, 2.3965022;Paris;75056;
23010;Voltaire - Anatole France;OUI;27;24;1;0;1;OUI;OUI;2025-10-18T18:39:36+02:00;48.891999360256904, 2.284262739121914;Levallois-Perret;92044;
44005;Place Saint-Just;OUI;22;12;8;6;2;OUI;OUI;2025-10-18T18:40:36+02:00;48.790379518724265, 2.3895226791501045;Vitry-sur-Seine;94081;
21401;Mairie de Clamart;OUI;33;31;2;1;1;OUI;OUI;2025-10-18T18:36:53+02:00;48.800612, 2.262151;Clamart;92023;
17119;Toqueville - Cardinet;OUI;33;27;5;3;2;OUI;OUI;2025-10-18T18:39:17+02:00;48.88490187110713, 2.3109393194317818;Paris;75056;
13044;Place Jeanne d'Arc;OUI;36;32;4;0;4;OUI;OUI;2025-10-18T18:39:06+02:00;48.829575, 2.369126;Paris;75056;
51002;Placette Grégoire Collas;OUI;25;2;22;10;12;OUI;OUI;2025-10-18T18:40:11+02:00;48.94342014002797, 2.2487476095557213;Argenteuil;95018;
4020;Place Edmond Michelet;OUI;23;3;16;6;10;OUI;OUI;2025-10-18T18:40:35+02:00;48.860134890542, 2.3500636965036;Paris;75056;
32601;Porte des Lilas - Faidherbe;OUI;39;36;2;1;1;OUI;OUI;2025-10-18T18:36:49+02:00;48.87861855668978, 2.4120327830314636;Les Lilas;93045;
15022;Emile Zola - Fondary;OUI;42;1;40;32;8;OUI;OUI;2025-10-18T18:40:19+02:00;48.847051143113745, 2.2953405976295476;Paris;75056;
33016;Fort d'Aubervilliers;OUI;22;17;1;0;1;OUI;OUI;2025-10-18T18:39:56+02:00;48.91502382370325, 2.4035281687974925;Aubervilliers;93001;
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;36;26;8;7;1;OUI;OUI;2025-10-18T18:40:19+02:00;48.89819702263572, 2.293848017974069;Levallois-Perret;92044;
10162;Alexandre Parodi - Quai de Valmy;OUI;24;20;2;1;1;OUI;OUI;2025-10-18T18:39:29+02:00;48.879359419425, 2.3665961623192;Paris;75056;
5012;Estrapade - Ulm;OUI;16;14;1;0;1;OUI;OUI;2025-10-18T18:37:50+02:00;48.84512772828, 2.3454568170362;Paris;75056;
27005;Gare du Stade;OUI;20;2;14;9;5;OUI;OUI;2025-10-18T18:38:09+02:00;48.9312676, 2.2603778;Colombes;92025;
21306;Place Lafayette;OUI;62;46;16;12;4;OUI;OUI;2025-10-18T18:39:28+02:00;48.829654975522, 2.2638675570488;Issy-les-Moulineaux;92040;
44016;Balzac - Olympes de Gouges;OUI;28;9;18;13;5;OUI;OUI;2025-10-18T18:40:18+02:00;48.778503324868, 2.4006786569953;Vitry-sur-Seine;94081;
1021;Halles - Bourdonnais;OUI;20;9;10;1;9;OUI;OUI;2025-10-18T18:39:18+02:00;48.860448992575, 2.3460162431002;Paris;75056;
15071;Suffren - Champ de Mars;OUI;23;5;17;11;6;OUI;OUI;2025-10-18T18:38:52+02:00;48.8547194, 2.2952168;Paris;75056;
33015;Charles Tillon - Cimetière Communal;OUI;30;21;7;5;2;OUI;OUI;2025-10-18T18:40:31+02:00;48.91844023641836, 2.3935630917549138;Aubervilliers;93001;
15311;Quai du Président Roosevelt - Pont Aval;OUI;30;11;18;15;3;OUI;OUI;2025-10-18T18:38:42+02:00;48.834388367639, 2.2656820714474;Paris;75056;
15011;Cambronne - Villa Croix Nivert;OUI;62;31;26;17;9;OUI;OUI;2025-10-18T18:40:05+02:00;48.845847561366, 2.3017574474216;Paris;75056;
17111;Lemercier - Cardinet;OUI;24;17;6;6;0;OUI;OUI;2025-10-18T18:40:38+02:00;48.890097168851746, 2.317377626895905;Paris;75056;
9004;Gérando - Rochechouart;OUI;21;17;3;0;3;OUI;OUI;2025-10-18T18:40:09+02:00;48.88294340845, 2.3464846238494;Paris;75056;
8116;Champs-Elysees - Bassano;OUI;25;25;0;0;0;NON;NON;2021-02-21T20:09:18+01:00;48.871811807816, 2.300238981843;Paris;75056;
12026;Place Ginette Hamelin;OUI;51;25;25;24;1;OUI;OUI;2025-10-18T18:40:22+02:00;48.837853, 2.382064;Paris;75056;
5024;Place Monge;OUI;21;14;7;2;5;OUI;OUI;2025-10-18T18:40:26+02:00;48.842761803051, 2.3524079471827;Paris;75056;
6012;Saint-Germain - Ciseaux;OUI;18;8;9;5;4;OUI;OUI;2025-10-18T18:40:05+02:00;48.853305277595, 2.3344654618827;Paris;75056;
31005;Square Denise Buisson;OUI;45;38;6;2;4;OUI;OUI;2025-10-18T18:38:35+02:00;48.8562322730982, 2.426436245441437;Montreuil;93048;
13009;Auguste Blanqui - Corvisart;OUI;26;20;6;2;4;OUI;OUI;2025-10-18T18:39:57+02:00;48.8300989, 2.3502726;Paris;75056;
21314;Chemin de Bretagne;OUI;29;2;27;22;5;OUI;OUI;2025-10-18T18:38:03+02:00;48.824753068884, 2.2588385956052;Issy-les-Moulineaux;92040;
9024;Taitbout - La Fayette;OUI;53;30;21;19;2;OUI;OUI;2025-10-18T18:40:37+02:00;48.8733298892, 2.3352625966072;Paris;75056;
12038;Picpus - Louis Braille;OUI;58;53;5;3;2;OUI;OUI;2025-10-18T18:38:51+02:00;48.839988788912, 2.4005256685521;Paris;75056;
8201;Arsène Houssaye - Friedland;OUI;29;26;3;2;1;OUI;OUI;2025-10-18T18:38:56+02:00;48.874510616163, 2.2994716674148;Paris;75056;
12005;Crozatier - Faubourg Saint-Antoine;OUI;42;7;33;28;5;OUI;OUI;2025-10-18T18:40:31+02:00;48.850440013405, 2.378901366211;Paris;75056;
19210;Place des Fêtes - Solitaires;OUI;29;29;0;0;0;NON;NON;2025-08-11T13:58:55+02:00;48.876644633122, 2.3920327806309;Paris;75056;
12155;Rottembourg - Général Michel Bizot;OUI;43;33;9;8;1;OUI;OUI;2025-10-18T18:38:00+02:00;48.83787825992554, 2.4044052511453633;Paris;75056;
46003;Conservatoire de Musique;OUI;25;4;21;8;13;OUI;OUI;2025-10-18T18:40:28+02:00;48.770935866676, 2.4034014344215;Choisy-le-Roi;94022;
9011;Geoffroy - Marie;OUI;20;6;13;5;8;OUI;OUI;2025-10-18T18:36:44+02:00;48.873781940593325, 2.344513876337893;Paris;75056;
9102;Londres - Place d'Estienne d'Orves;OUI;25;21;2;1;1;OUI;OUI;2025-10-18T18:39:24+02:00;48.876693805756986, 2.3305362090468407;Paris;75056;
12028;Vivaldi - Antoine-Julien Hénard;OUI;27;25;2;2;0;OUI;OUI;2025-10-18T18:38:18+02:00;48.841923663276546, 2.389728979467376;Paris;75056;
9006;Dunkerque - Trudaine;OUI;16;7;5;2;3;OUI;OUI;2025-10-18T18:37:16+02:00;48.88215166773376, 2.3463253676891327;Paris;75056;
12035;Madagascar - Meuniers;OUI;47;39;7;7;0;OUI;OUI;2025-10-18T18:39:06+02:00;48.83460464474706, 2.3970650508999825;Paris;75056;
18030;Joseph Dijon - Ornano;OUI;37;26;8;4;4;OUI;OUI;2025-10-18T18:38:40+02:00;48.89374453351521, 2.3476678133010864;Paris;75056;
7202;Constant Coquelin - Invalides;OUI;31;17;13;13;0;OUI;OUI;2025-10-18T18:36:57+02:00;48.848283157236, 2.315749520203;Paris;75056;
92006;Place Nelson Mandela;OUI;30;26;4;1;3;OUI;OUI;2025-10-18T18:40:13+02:00;48.897874318180556, 2.2182820737361912;Nanterre;92050;
41211;Louis Xavier de Ricard - Ancienne Mairie;OUI;34;26;6;1;5;OUI;OUI;2025-10-18T18:39:41+02:00;48.84629899065091, 2.472420372068882;Fontenay-sous-Bois;94033;
13516;Glacière - Soeur Catherine Marie;OUI;40;34;4;3;1;OUI;OUI;2025-10-18T18:37:52+02:00;48.829522989420596, 2.343570403754711;Paris;75056;
12101;Charenton - Prague;OUI;26;0;23;18;5;OUI;OUI;2025-10-18T18:39:44+02:00;48.848175129981, 2.3763584494312;Paris;75056;
9034;Godot de Mauroy - Madeleine;OUI;22;7;11;11;0;OUI;OUI;2025-10-18T18:40:28+02:00;48.869789, 2.326347;Paris;75056;
21707;Square Etienne Jarousse;OUI;25;18;7;2;5;OUI;OUI;2025-10-18T18:40:36+02:00;48.82485182597129, 2.2925933450460434;Vanves;92075;
10021;Marché Saint-Quentin;OUI;15;12;2;0;2;OUI;OUI;2025-10-18T18:39:57+02:00;48.877356057652, 2.3545114456374;Paris;75056;
21319;Esplanade du Foncet - Camille Desmoulins;OUI;28;2;25;24;1;OUI;OUI;2025-10-18T18:39:43+02:00;48.827090233495, 2.2606857866049;Issy-les-Moulineaux;92040;
5115;Buffon - Jardin des Plantes;OUI;30;1;27;25;2;OUI;OUI;2025-10-18T18:40:36+02:00;48.842668466104875, 2.3618587106466293;Paris;75056;
15129;Hôpital Necker;OUI;40;30;7;3;4;OUI;OUI;2025-10-18T18:40:05+02:00;48.846043490118454, 2.313245013356209;Paris;75056;
44011;Lebrun - Colonel Fabien;OUI;27;26;1;0;1;OUI;OUI;2025-10-18T18:38:03+02:00;48.78266870733145, 2.381317801773548;Vitry-sur-Seine;94081;
51001;Gare d'Argenteuil;OUI;40;23;12;2;10;OUI;OUI;2025-10-18T18:39:54+02:00;48.947022436806705, 2.256898172199726;Argenteuil;95018;
4019;Cloître Saint-Merri - Renard;OUI;32;11;18;13;5;OUI;OUI;2025-10-18T18:39:11+02:00;48.858835448898, 2.3518279194832;Paris;75056;
21315;Jules Guesdes - Général de Gaulle;OUI;24;21;3;1;2;OUI;OUI;2025-10-18T18:40:22+02:00;48.81930581291959, 2.278934195637703;Issy-les-Moulineaux;92040;
5001;Harpe - Saint-Germain;OUI;45;7;38;37;1;OUI;OUI;2025-10-18T18:38:38+02:00;48.851518815017, 2.3436703160405;Paris;75056;
6022;Marché Saint-Germain;OUI;21;2;18;11;7;OUI;OUI;2025-10-18T18:40:02+02:00;48.85165625855281, 2.335500307381153;Paris;75056;
3102;Bourg l'Abbé - Saint-Martin;OUI;61;6;53;52;1;OUI;OUI;2025-10-18T18:38:31+02:00;48.863933319493, 2.352406270802;Paris;75056;
21402;Place Aimé Césaire;OUI;27;27;0;0;0;OUI;OUI;2025-10-18T18:33:35+02:00;48.783194713067815, 2.2429127991199493;Clamart;92023;
23102;Hôtel de Ville de Sèvres;OUI;32;14;18;17;1;OUI;OUI;2025-10-18T18:39:51+02:00;48.824363561289, 2.2131047397852;Sèvres;92072;
13052;Leredde - Tolbiac;OUI;44;17;22;19;3;OUI;OUI;2025-10-18T18:40:28+02:00;48.82887629664, 2.3744382709265;Paris;75056;
15006;Cherche-Midi - Hôpital Necker;OUI;38;25;12;9;3;OUI;OUI;2025-10-18T18:33:55+02:00;48.84461063309956, 2.317914068698883;Paris;75056;
41403;Gare RER - Malleret-Joinville;OUI;20;1;18;15;3;OUI;OUI;2025-10-18T18:40:17+02:00;48.802936, 2.42531;Alfortville;94002;
21303;Jean Monnet - Iles;OUI;32;17;15;12;3;OUI;OUI;2025-10-18T18:36:11+02:00;48.823393984057304, 2.2497073194874866;Issy-les-Moulineaux;92040;
13018;Bruant - Vincent Auriol;OUI;25;18;6;4;2;OUI;OUI;2025-10-18T18:39:49+02:00;48.834848452929, 2.3668264996271;Paris;75056;
9007;Condorcet - Turgot;OUI;20;17;0;0;0;OUI;OUI;2025-10-18T18:39:25+02:00;48.87985155789093, 2.345232367515564;Paris;75056;
33014;Parc Eli Lotar;OUI;20;17;1;0;1;OUI;OUI;2025-10-18T18:40:37+02:00;48.91844993053703, 2.3727085813879967;Aubervilliers;93001;
15127;Place Charles Michels;OUI;37;1;36;36;0;OUI;OUI;2025-10-18T18:40:39+02:00;48.846401, 2.28502;Paris;75056;
15070;Balard - Montagne de la Fage;OUI;36;20;13;13;0;OUI;OUI;2025-10-18T18:38:02+02:00;48.838507403334, 2.2782871127129;Paris;75056;
33103;Jean Jaurès - Jules Jacquemin;OUI;24;14;6;1;5;OUI;OUI;2025-10-18T18:37:22+02:00;48.88433053604843, 2.4082902455152104;Le Pré-Saint-Gervais;93061;
20105;Benoît Frachon - République;OUI;30;25;5;1;4;OUI;OUI;2025-10-18T18:39:27+02:00;48.85230729014318, 2.415605485439301;Paris;75056;
14011;Place des Droits de l'Enfant;OUI;39;29;10;4;6;OUI;OUI;2025-10-18T18:40:28+02:00;48.8274804, 2.3319217;Paris;75056;
14032;Mairie du 14ème;OUI;32;17;14;10;4;OUI;OUI;2025-10-18T18:40:31+02:00;48.83254578123, 2.3254923149943;Paris;75056;
6002;Saint-Benoît - Jacob;OUI;23;3;19;12;7;OUI;OUI;2025-10-18T18:40:40+02:00;48.85545136013941, 2.3334722220897675;Paris;75056;
41401;Marne - Charles de Gaulle;OUI;27;11;15;9;6;OUI;OUI;2025-10-18T18:37:07+02:00;48.815071719544434, 2.4121668934822087;Alfortville;94002;
20044;Davout - Volga;OUI;28;23;3;1;2;OUI;OUI;2025-10-18T18:31:05+02:00;48.852919679957296, 2.410522909779111;Paris;75056;
14031;Didot - Place de Moro-Giafferi;OUI;22;16;6;2;4;OUI;OUI;2025-10-18T18:33:08+02:00;48.8337, 2.3215;Paris;75056;
16019;Porte de la Muette;OUI;36;31;4;1;3;OUI;OUI;2025-10-18T18:36:27+02:00;48.86302317841182, 2.2687188170157406;Paris;75056;
33012;Landy - Heurtault;OUI;30;25;2;0;2;OUI;OUI;2025-10-18T18:38:51+02:00;48.915096534520316, 2.375951372087002;Aubervilliers;93001;
17024;Villiers - Batignolles;OUI;23;10;9;3;6;OUI;OUI;2025-10-18T18:38:20+02:00;48.881252538461, 2.3165384307504;Paris;75056;
2013;Favart - Italiens;OUI;17;6;10;9;1;OUI;OUI;2025-10-18T18:40:15+02:00;48.871446353921, 2.3382901058508;Paris;75056;
43202;Pavé Grignon - Bretagne;NON;1;1;0;0;0;NON;NON;2025-07-24T11:25:26+02:00;48.757926073227, 2.4036482119581;Thiais;94073;
41203;Stalingrad - Rigollots;OUI;51;35;13;9;4;OUI;OUI;2025-10-18T18:38:27+02:00;48.84997403844251, 2.45557576417923;Fontenay-sous-Bois;94033;
10019;Paradis - Hauteville;OUI;31;21;10;4;6;OUI;OUI;2025-10-18T18:38:24+02:00;48.874999954666755, 2.3522757401923404;Paris;75056;
43201;Place du Général Leclerc;NON;1;1;0;0;0;NON;NON;2025-08-11T11:10:47+02:00;48.76529107158, 2.3926565092808;Thiais;94073;
11033;Bréguet - Sabin;OUI;33;2;27;18;9;OUI;OUI;2025-10-18T18:40:31+02:00;48.856931678257, 2.3706749462105;Paris;75056;
40006;Université Paris Est Créteil;OUI;43;28;14;12;2;OUI;OUI;2025-10-18T18:40:21+02:00;48.787714467944, 2.4461909509055;Créteil;94028;
10033;Gare du Nord - Saint-Vincent de Paul;OUI;24;20;6;1;5;OUI;OUI;2025-10-18T18:39:29+02:00;48.880955741648, 2.3524305148385;Paris;75056;
20022;Porte de Bagnolet;OUI;33;33;0;0;0;OUI;OUI;2025-10-18T18:30:52+02:00;48.864707139122984, 2.408344637349607;Paris;75056;
18039;Jardins d'Eole;OUI;20;15;2;0;2;OUI;OUI;2025-10-18T18:39:27+02:00;48.8869703, 2.3668488;Paris;75056;
12036;Reuilly - Place Felix Eboue;OUI;42;38;3;1;2;OUI;OUI;2025-10-18T18:40:24+02:00;48.84030274499962, 2.394630398715453;Paris;75056;
16012;Flandrin - Longchamp;OUI;42;41;0;0;0;OUI;OUI;2025-10-18T18:32:25+02:00;48.86877849178477, 2.274354539176829;Paris;75056;
14026;Plantes - Moulin Vert;OUI;45;41;4;2;2;OUI;OUI;2025-10-18T18:35:30+02:00;48.83005755305626, 2.3232302069664006;Paris;75056;
42505;Charles Frérot - Albert Guilpin;OUI;30;6;24;17;7;OUI;OUI;2025-10-18T18:40:19+02:00;48.8155839183714, 2.3505029082298283;Gentilly;94037;
10008;Cité Riverin - Château d'Eau;OUI;18;4;13;4;9;OUI;OUI;2025-10-18T18:40:37+02:00;48.870702423554306, 2.358739863900845;Paris;75056;
48004;Maxime Gorki - Louis Aragon;OUI;20;17;2;0;2;OUI;OUI;2025-10-18T18:36:46+02:00;48.78909814728443, 2.368387877941132;Villejuif;94076;
16036;Porte Molitor;OUI;60;48;10;7;3;OUI;OUI;2025-10-18T18:39:22+02:00;48.84524763511433, 2.2569015249609947;Paris;75056;
26004;Gare RER les Grésillons;OUI;22;10;12;10;2;OUI;OUI;2025-10-18T18:39:24+02:00;48.919898633572764, 2.31458459136273;Asnières-sur-Seine;92004;
10032;Claude Vellefaux - Hôpital Saint-Louis;OUI;32;27;4;1;3;OUI;OUI;2025-10-18T18:39:55+02:00;48.872859139003, 2.3700717069851;Paris;75056;
1006;Grande Truanderie - Saint-Denis;OUI;33;9;21;15;6;OUI;OUI;2025-10-18T18:40:31+02:00;48.8626302, 2.3498075;Paris;75056;
12015;Place de la Nation - Picpus;OUI;36;34;1;0;1;OUI;OUI;2025-10-18T18:40:25+02:00;48.846821681548, 2.4001130461693;Paris;75056;
15008;Sèvres - Lecourbe;OUI;62;23;38;33;5;OUI;OUI;2025-10-18T18:40:09+02:00;48.8447677, 2.3110086;Paris;75056;
14001;Edgar Quinet - Gaité;OUI;27;3;22;11;11;OUI;OUI;2025-10-18T18:36:40+02:00;48.841160928966, 2.324595451355;Paris;75056;
11112;Jules Vallès - Charonne;OUI;23;11;12;8;4;OUI;OUI;2025-10-18T18:39:42+02:00;48.854284379935, 2.3847674578428;Paris;75056;
18139;Poissonniers - Championnet;OUI;28;23;5;0;5;OUI;OUI;2025-10-18T18:38:51+02:00;48.89543299733937, 2.3530178144574165;Paris;75056;
8117;Place de la Madeleine - Royale;OUI;43;17;26;22;4;OUI;OUI;2025-10-18T18:40:19+02:00;48.869228052648, 2.324421107769;Paris;75056;
16042;Murat - Porte de Saint-Cloud;OUI;38;10;27;24;3;OUI;OUI;2025-10-18T18:37:12+02:00;48.83750862621299, 2.2577651962637906;Paris;75056;
4006;Bourdon - Pont Morland;OUI;52;2;47;46;1;OUI;OUI;2025-10-18T18:40:39+02:00;48.8478103, 2.3659356;Paris;75056;
19110;Square Claude Bernard;OUI;30;17;12;4;8;OUI;OUI;2025-10-18T18:40:38+02:00;48.89876016219984, 2.375325746834278;Paris;75056;
5007;Ecoles - Carmes;OUI;36;25;11;7;4;OUI;OUI;2025-10-18T18:40:19+02:00;48.848904447989, 2.3473486304283;Paris;75056;
22201;Henri Ravera - Gabriel Péri;OUI;30;28;1;0;1;OUI;OUI;2025-10-18T18:36:55+02:00;48.79722273833844, 2.302115857601166;Bagneux;92007;
18202;Diane Arbus;OUI;38;31;6;0;6;OUI;OUI;2025-10-18T18:34:44+02:00;48.898800717199, 2.3524022474885;Paris;75056;
16105;Crevaux - Bugeaud;OUI;31;28;3;2;1;OUI;OUI;2025-10-18T18:38:45+02:00;48.87080942867, 2.2811490076919;Paris;75056;
5015;Epée de Bois - Mouffetard;OUI;63;53;10;5;5;OUI;OUI;2025-10-18T18:38:25+02:00;48.841508690388835, 2.350066713988781;Paris;75056;
3008;Perle - Vieille du Temple;OUI;36;9;26;20;6;OUI;OUI;2025-10-18T18:39:31+02:00;48.8601346, 2.3611206;Paris;75056;
15128;Cadix - Hameau;OUI;37;25;10;8;2;OUI;OUI;2025-10-18T18:39:01+02:00;48.8340107632249, 2.289516180753708;Paris;75056;
45002;Roger Salengro - Général de Gaulle;OUI;27;20;7;6;1;OUI;OUI;2025-10-18T18:38:34+02:00;48.820029010376956, 2.4846760556101803;Champigny-sur-Marne;94017;
44014;Camille Risch - Paul Armangot;OUI;25;24;1;0;1;OUI;OUI;2025-10-18T18:36:36+02:00;48.774703, 2.373685;Vitry-sur-Seine;94081;
